	TCGA-AX-A1CI	TCGA-BK-A0CB	TCGA-AX-A1CF	TCGA-BK-A13C	TCGA-AX-A1CK
SLC25A14	5.449	3.285	4.031	2.692	4.752
WEE1	9.696	18.227	10.978	8.095	10.128
TUBB3	20.329	6.434	12.724	4.013	15.077
C6orf154	8.549	0.235	4.775	0.27	5.1
KIAA0753	6.335	6.939	4.916	4.679	5.543
KIF11	0.937	0.455	0.943	0.294	1.463
AR	9.967	5.862	7.185	4.027	4.118
C1orf192	86.119	1.225	30.196	1.178	59.049
C10orf55	0.034	0.122	0.081	0.056	0.114
ZDHHC9	14.056	6.068	12.448	7.521	14.742
FBXO11	23.398	35.982	18.445	31.737	19.788
PIP5KL1	1.502	0.226	1.844	0.441	1.84
LOC731779	0.072	0.077	0	0	0
MYL12B	271.595	106.077	246.276	197.083	275.424
NCOR1	30.209	32.917	26.407	30.198	22.247
DHDPSL	2.277	1.395	2.869	0.547	1.636
BPIL3	0	0.04	0	0	0
LCN1	0.517	0.043	0.095	0.293	9.354
AVPR1B	0	0	0.058	0.02	0.016
DEFB132	0	0	0	0	0
NDUFA12	37.302	29.067	45.387	34.537	34.342
LOC647121	0.119	0.063	0.177	0.109	1.001
CENPA	0.042	0.045	0.202	0.078	0.254
RASL12	8.923	27.089	18.392	36.801	11.579
SESN1	15.244	6.157	11.022	29.742	12.473
MAGED4B	9.144	9.716	14.494	12.25	6.98
C14orf19	0.299	0.213	0.119	0.305	0.348
STIM2	7.927	4.23	5.332	5.097	4.291
TSEN34	35.89	22.78	48.634	19.016	39.356
PRR16	0.21	6.845	0.564	5.765	0.28
S100P	0	0.84	0.134	0	0.056
C17orf48	3.706	5.217	3.636	4.181	4.513
PARD6A	1.754	3.197	4.295	2.259	2.698
PDCD2	20.439	11.617	22.099	17.89	26.006
CDKN2C	9.749	10.114	8.502	8.579	6.612
DAPP1	4.032	8.817	2.106	5.83	4.933
GABRB2	0.367	0.034	0.042	0.034	0.079
PCDH18	2.917	13.94	1.776	11.033	1.329
GTF2F1	63.116	39.914	76.779	44.397	52.57
MON1B	8.895	9.102	8.577	7.915	7.585
TNKS1BP1	30.607	33.919	39.3	34.002	28.86
CHST12	5.452	11.349	9.51	10.515	5.356
EXO1	0.055	0.068	0.109	0.078	0.228
TYK2	14.703	11.649	20.173	11.363	18.018
MX2	2.136	2.614	2.804	2.617	3.972
C1orf159	2.886	2.523	4.879	1.834	3.938
PAG1	0.471	1.837	0.899	1.098	0.827
SCAPER	6.832	5.53	5.281	4.902	4.929
MAGEH1	23.556	14.79	20.038	18.47	11.816
ARID3B	1.453	1.491	1.616	0.809	1.907
RBM19	4.092	4.419	4.748	4.448	5.144
CHMP5	35.98	20.942	28.875	30.21	32.053
IARS2	35.299	23.384	28.307	30.465	35.422
FLJ43859	0	0.044	0	0	0
C6orf47	7.852	9.519	9.526	7.593	7.921
MEIG1	2.108	0.048	1.446	0.055	2.243
TMEM117	1.841	2.711	1.237	2.418	2.028
SRPX2	0.259	1.484	0.263	4.943	0.156
SMAD2	8.028	5.103	6.165	6.353	7.395
BHLHB9	1.488	2.461	1.108	2.456	1.07
RPS6KA5	2.921	3.357	1.568	1.818	2.074
CD52	5.945	7.127	7.351	7.803	19.532
THSD1	1.092	4.042	1.191	3.95	0.903
MAD2L1BP	8.732	5.856	10.376	6.463	10.469
CD14	18.196	13.959	38.093	18.733	30.997
SPP2	0.141	0	0	0	0
NPAS2	3.706	5.393	3.465	4.147	3.911
PCDHGA7	2.149	2.94	2.668	2.728	1.399
PROC	0.125	0.017	0.168	0.019	0.297
KLHL9	17.384	12.968	14.134	18.264	13.711
KRTAP6-3	0	0	0	0	0
FPGT	8.663	4.977	5.534	6.918	7.893
ZNF846	1.974	3.512	2.093	2.346	2.239
MCM10	0.032	0.02	0.075	0.015	0.189
GKN1	0	0	0	0	0
PRR5L	1.781	0.859	2.769	1.541	6.192
IRAK4	4.204	3.228	3.653	2.754	5.547
PQBP1	39.957	37.67	61.587	40.204	39.343
LOC728264	1.265	8.804	1.248	5.986	1.884
RNF175	0.091	0.061	0.109	0.154	0.137
GPR114	0.922	0.166	0.648	0.169	2.026
MYSM1	1.31	1.73	1.496	1.061	1.39
MOXD1	1.717	49.877	1.48	39.993	0.82
CHP	34.197	34.323	30.616	30.349	57.599
GNE	9.144	7.129	7.773	6.519	4.977
PLA2G7	12.575	0.074	8.594	0.064	3.625
IL23A	0.737	0.088	0.489	0.167	1.719
TBC1D8B	6.63	11.528	5.631	3.903	6.414
CRYGA	0	0	0	0	0
CLSTN2	1.257	7.851	0.75	4.455	0.196
GAB4	0	0	0	0	0
KIAA1210	2.067	2.401	1.255	0.183	0.208
ABLIM1	103.556	37.446	98.713	64.622	96.793
ARID5A	4.496	40.119	7.972	9.651	7.632
PROX2	0.259	0.128	0.451	0.146	0.239
MYO5B	13.392	0.099	9.166	0.131	10.796
SLC6A3	0.795	0.008	0.061	0.143	0.015
ROBO3	8.497	3.614	17.81	2.279	10.768
EVI5	3.166	3.265	1.759	2.875	2.838
SUFU	7.987	7.554	7.209	7.581	5.959
C9orf85	3.306	3.978	3.585	3.913	3.609
STK32A	0.05	0.231	0.199	0.122	0.2
C1orf130	0.825	0.31	0.934	0.071	3.004
RASGRP1	3.64	0.208	2.993	0.148	3.465
SUPV3L1	7.901	5.243	7.021	6.133	6.723
KLC4	13.06	12.422	13.603	7.517	11.754
SLFN12L	0.156	0.1	0.162	0.102	0.271
ATP6V1B2	16.632	15.469	13.717	15.861	16.425
DNAJB9	10.912	10.349	8.459	10.943	10.199
PSMA4	41.667	29.036	38.872	40.542	47.968
VAPB	9.006	10.446	6.561	8.375	7.426
MRFAP1L1	35.577	26.561	39.169	34.776	33.742
TEPP	0.269	0.134	0.47	0.132	0.537
EFNB2	22.077	7.39	19.153	5.775	15.316
HIST2H3C	0.395	0.483	0.876	0.346	0.621
TMEM223	11.49	6.382	14.291	8.049	13.289
EHD4	15.619	13.961	17.347	26.645	14.147
IDH2	30.198	28.851	33.774	22.723	52.522
EXOC6B	1.854	2.908	1.416	2.414	0.845
NAGA	14.637	13.605	14.319	12.099	15.308
BTBD18	0.019	0.01	0.08	0.023	0.057
RBBP8	9.818	3.842	9.425	4.691	22.739
KCNV1	0.017	0	0.042	0	0
DCAF12L2	1.39	3.251	2.14	1.678	1.43
BEST3	0.032	0.034	0.038	0	0.016
PTPN3	9.74	0.238	7.381	0.514	7.677
DPP9	11.943	17.975	15.043	16.341	15.882
STK39	2.22	2.447	1.538	3.188	4.265
CFHR4	0	0.015	0	0	0
BEST1	2.155	1.605	2.313	1.706	1.925
MS4A6E	0	0.046	0.155	0.053	0
COX17	10.515	10.608	12.678	11.773	13.195
IGSF5	0.235	0.03	0.099	0.051	0.291
CES7	0.644	0.351	0.502	0.08	1.498
OR7A5	0	0	0	0	0
CER1	0.024	0.051	0	0.058	0
ZDHHC20	5.028	6.992	3.182	5.813	3.006
C4orf52	14.913	12.107	18.038	12.569	19.621
WDR31	3.325	1.005	1.894	0.576	1.739
ENTPD5	1.498	1.364	1.298	1.318	1.719
EXOC1	10.225	7.1	8.009	6.437	9.765
RGP1	5.895	7.099	5.52	4.752	3.791
C5orf44	4.645	3.969	3.131	3.711	3.62
SLC5A10	0.14	0.194	0.283	0.086	0.168
C11orf66	24.406	0.836	13.795	0.911	9.457
TBC1D3C	0.845	0.487	1.056	0.131	1.595
HRH3	0	0	0	0	0
CASKIN2	10.297	14.783	13.67	15.457	6.575
VCAM1	3.575	3.234	2.896	3.032	15.635
VPS37A	4.709	5.054	3.038	4.999	3.738
KATNA1	9.927	9.267	8.237	11.102	9.454
PDILT	0	0.028	0	0	0.026
PITPNM3	4.106	1.387	4.263	2.691	1.979
SRCAP	15.641	16.668	17.096	10.947	13.945
TBX22	0.012	0	0	0	0
TFEC	0.263	0.271	0.336	0.587	0.827
USP34	39.209	49.277	32.12	44.825	35.776
CPXCR1	0.305	0	0	0	0.018
CTSL3	0	0	0	0.053	0
CNP	13.089	14.592	15.772	13.284	13.509
KCNQ5	0.235	0.079	0.135	0.043	0.065
BTBD3	8.416	10.8	7.468	9.666	10.19
LOC440896	0.135	0.154	0.118	0.044	0.405
SLC6A16	1.316	0.503	0.711	0.647	0.98
CYTSA	10.505	12.722	9.682	12.734	7.943
KRTAP12-3	0	0.075	0	0	0
PCGF2	21.219	12.965	29.034	17.732	22.255
TM4SF19	1.714	1.16	1.5	0.385	2.085
MYOCD	0.949	6.749	0.704	5.894	1.357
SHC4	0.264	0.412	0.412	0.315	0.399
ZNF705A	0.025	0.036	0.02	0.02	0.025
SUOX	16.623	12.613	18.023	8.945	15.377
XRCC3	3.844	3.136	4.881	2.464	3.833
TNFAIP2	17.282	8.389	19.986	5.935	125.009
KATNAL2	3.341	0.638	1.617	0.352	3.857
PFN4	0.65	0.193	0.216	0.177	0.542
FEZ2	11.56	22.711	10.801	32.165	13.836
SNORD114-20	0	0	0	0	0
YEATS4	7.603	3.857	7.155	4.445	9.132
C22orf24	0.189	0.101	0.085	0.029	0.166
FGF13	2.064	1.875	1.802	6.731	0.813
RNASEL	3.109	4.948	2.721	3.365	2.711
PRELID1	35.034	23.665	49.401	29.219	39.802
SETX	8.358	7.736	6.12	7.833	7.136
TSPAN6	70.766	8.124	46.467	10.869	53.804
KRTAP10-7	0	0	0	0	0
SLC8A1	1.896	18.684	2.247	11.975	1.345
ZDHHC8P1	6.415	0.656	3.815	0.26	1.215
BRAF	1.892	2.386	1.159	1.605	1.611
ALOX15	11.106	0.122	3.12	0.064	0.363
C17orf85	5.676	6.221	5.543	5.402	6.03
EIF4H	133.448	97.556	135.931	115.915	118.123
SNX12	9.64	11.911	12.186	12.219	9.806
FAM7A2	0.358	0.223	0.428	0.219	0.298
ODZ3	3.481	1.975	0.699	2.526	0.586
OR2AG2	0	0	0	0	0.03
TMEM95	0	0	0	0	0
UCKL1AS	3.23	1.2	2.574	0.501	3.398
AP3D1	36.016	26.723	39.754	22.584	27.981
CYLC1	0	0	0	0	0
GNPNAT1	7.189	4.204	6.868	4.746	8.879
NUDT9P1	0.159	0.227	0.19	0.228	0.08
WNT10B	0.039	0.042	0.031	0.111	0.467
UNC50	19.829	13.916	20.238	16.085	19.963
FBXO30	2.461	6.452	2.002	6.664	2.719
C20orf185	0	0	0	0	0.748
OSTM1	4.561	9.734	3.137	9.049	4.858
NR0B2	0.291	0.024	0.054	0	0.045
RSPH4A	31.205	0.274	9.944	0.264	15.15
PSMC4	35.256	31.685	40.779	35.686	39.427
SLC25A10	24.436	4.425	27.25	5.307	24.243
KCNJ15	0.04	0.171	0.06	0.049	0
SLC12A2	3.497	4.18	2.04	3.757	4.378
CHD5	0.09	0.039	0.151	0.055	0.036
SCRN3	3.548	4.157	3.15	3.882	3.535
TMEM41A	8.576	4.967	8.542	5.593	9.452
SERINC2	35.583	0.927	57.604	0.805	84.849
HIATL1	17.506	8.53	14.405	12.495	22.647
C3orf50	0.658	1.408	0.856	0.233	1.01
SGCD	0.611	7.698	0.362	5.073	1.005
C11orf36	0	0	0	0	0
SF3B14	50.055	28.847	47.131	38.975	56.08
MYL6B	23.945	20.972	38.355	18.615	25.776
MRTO4	14.644	5.788	18.851	9.903	13.346
FASTKD5	4.31	4.076	3.625	3.5	4.619
UBC	1197.946	1101.356	1401.105	973.107	1059.96
TEF	15.34	6.096	15.98	28.454	12.815
ARHGAP42	1.604	2.066	0.721	1.997	1.268
STX6	6.778	5.438	6.181	6.71	7.994
PLD3	92.403	87.165	107.765	93.07	74.322
TM7SF4	0	0	0.018	0	0.044
C8orf46	0.366	0.294	0.119	0.265	0.483
KLHL2	7.455	6.378	5.195	5.745	6.836
SURF1	28.171	21.769	35.711	18.753	35.331
KIAA0748	0.192	0.479	0.21	1.195	0.512
FLJ35390	2.166	4.987	4.229	2.964	2.403
GXYLT2	4.736	2.176	4.417	2.266	1.979
ZNF10	2.301	1.934	2.8	1.259	2.263
SAP30	4.397	5.217	3.55	5.2	5.159
PFAS	7.48	4.153	9.225	5.901	6.929
C13orf39	0	0.398	0.119	0.091	0.124
CRLF2	0.565	0.664	0.573	0.069	0.424
FCGR3B	0.535	0.532	0.906	0.473	0.224
RTP2	0	0.067	0	0	0
NIF3L1	12.227	7.956	11.686	8.693	11.753
LOC442308	0	0.023	0	0.026	0
CD274	1.014	0.197	0.33	1.327	0.461
NECAB1	0.903	3.456	0.495	3.863	0.787
SNCA	0.787	5.734	1.06	12.749	1.876
MANBAL	48.917	53.238	51.277	49.254	36.778
IQCE	30.42	11.371	26.112	8.79	20.279
TCF7	27.694	1.086	21.329	1.135	27.931
SNORD32A	0	0	0	0.428	1.047
C6orf114	0.135	0.165	0.161	0.189	0.251
BRDT	0.051	0.109	0.02	0.031	0.111
TDP2	14.812	11.889	9.605	14.18	15.831
CCDC126	2.794	2.487	1.703	2.541	2.518
CASQ2	0.716	10.568	1.064	13.607	2.19
SLC25A27	2.157	2.782	3.222	1.185	4.227
BZW2	14.269	6.658	13.966	13.383	22.325
NCRNA00114	0.031	0	0	0.076	0
TUBGCP3	6.359	8.802	6.587	8.694	5.04
DERL1	21.286	15.517	17.773	13.885	19.312
PKIA	3.412	0.61	4.755	0.717	1.086
ATP13A2	16.479	8.435	26.12	8.325	15.694
C1orf210	7.007	0.368	7.108	0.141	7.849
IFIT2	4.573	2.584	5.323	3.821	5.854
PKD1	10.735	22.081	15.248	15.451	10.553
ARL2BP	33.006	31.498	28.727	39.108	31.164
KHSRP	33.674	23.806	36.023	23.325	26.144
C17orf53	0.423	0.33	0.573	0.252	0.572
TMIE	0.457	0.471	0.916	0.94	0.424
OR10W1	0	0	0	0	0
E2F8	0.679	0.01	0.438	0.011	0.78
TAGLN2	159.067	93.084	217.407	189.698	246.145
NR1I3	0.668	1.511	0.92	1.448	0.591
C1orf212	6.858	7.83	6.887	7.121	8.124
FNTA	22.56	20.502	23.531	26.06	26.885
SNX22	31.943	17.881	41.872	27.158	39.003
LAMB2	54.608	109.889	70.085	104.744	43.364
CCNT2	5.53	4.094	5.264	4.684	6.326
SHISA2	0.109	0.212	0.071	0	0.069
ICOSLG	7.491	0.82	6.744	1.786	4.182
CROCC	35.124	15.72	44.299	13.548	30.524
GOLGA7B	0.208	0.042	0.425	0.097	0.287
HNRNPH2	37.128	29.028	33.33	34.927	30.591
TEX9	4.875	0.399	2.035	0.246	3.917
ZNF43	4.424	1.752	4.113	2.335	4.461
OXSM	5.377	2.684	6.606	3.484	7.066
SOS2	18.517	15.869	12.18	15.463	15.203
BAG3	14.899	30.861	14.608	20.145	12.907
SNX21	6.762	13.655	8.321	9.912	7.051
ADORA2A	0.955	1.55	1.057	1.55	1.058
RPL7L1	64.285	35.543	56.152	41.956	48.124
DNAJB13	18.576	0.033	15.763	0	22.223
GLRA3	0	0.034	0	0	0
TMEM54	18.743	39.189	24.354	36.716	24.999
NOC2L	24.626	16.092	29.885	20.607	20.173
SLAMF9	0.223	0.136	0.076	0.039	0
UNC13B	9.738	9.669	9.389	9.285	7.135
OMG	0.074	0.016	0.018	0.018	0.118
CYBRD1	30.677	56.252	29.666	95.249	28.297
C1orf95	0.189	0.777	0.159	1.413	0.084
RAD54L	0.379	0.119	0.479	0.068	0.535
CLIC6	16.258	0.08	5.196	0.165	18.418
C11orf71	12.072	3.666	12.081	4.638	11.5
PTPRJ	16.753	2.971	13.783	4.392	11.069
POLG2	3.232	2.136	2.713	2.424	3.291
ZNF556	2.686	1.877	2.704	0.258	1.984
TMPRSS3	35.594	0.062	39.161	0.014	30.803
GOLGA6L5	0.544	1.197	0.734	0.614	1.249
NCRNA00120	1.503	0.703	1.981	0.806	1.065
TNFSF13B	0.699	0.453	0.655	0.489	0.699
DNAH9	86.106	0.185	33.278	0.279	37.149
SKA2	7.402	4.856	5.636	8.269	6.056
SLC22A12	0	0.011	0	0	0
PPIL6	21.397	1.071	9.667	0.619	15.88
PAH	0	0	0.032	0	0.04
C11orf41	0.004	0.042	0	0.026	0.004
LOC285627	0	0	0.017	0	0
ANKFY1	10.954	9.084	10.619	9.479	10.41
CAMK1	8.337	18.486	13.294	23.549	10.459
ATP5B	206.351	133.344	197.229	145.141	185.859
ZNF833	0.477	0.487	0.43	0.727	0.233
SNORA21	0	0	0.257	0	0.43
MYADML2	0	0.012	0	0.043	0.012
ARV1	12.992	6.517	12.083	6.488	14.215
KCNB1	1.612	3.952	0.89	2.395	1.148
RXRA	16.934	18.169	24.252	18.032	11.941
PPAPDC3	1.011	4.513	1.908	4.285	0.697
ST8SIA2	0.026	0.022	0.006	0	0.051
SNORD57	0	0	0	0	0
DEM1	2.281	2.252	2.917	2.642	2.456
C2orf60	1.423	1.544	1.533	1.055	1.755
SS18	27.371	17.445	19.975	16.642	24.889
SMCR7	11.748	6.262	11.803	4.065	10.867
ABCB1	3.168	10.425	2.58	27.621	3.515
PPFIBP2	14.349	1.885	19.352	3.342	13.472
HOXC8	2.025	0.2	2.313	0.046	1.45
SNORD115-31	0	0	0	0	0
GOT2	39.514	29.013	40.943	27.863	51.85
CLEC12A	0.255	0.117	0.065	0.96	0.201
GPR83	0.067	0.164	0.079	0.082	0.073
DNAJC25-GNG10	7.905	4.85	5.672	7.346	9.033
GABRA1	0	0.007	0	0	0
RSPO4	0.773	0.058	0.728	0	0.229
ZNF354B	1.541	1.593	1.236	1.269	1.844
COMMD4	21.966	20.806	32.175	17.794	34.581
SPATA2L	5.157	3.779	11.498	2.636	5.14
ITGA1	1.708	9.486	1.622	15.062	3.577
DSEL	2.214	1.77	1.535	1.779	1.391
HN1L	39.384	7.215	24.619	9.168	42.858
RYBP	11.907	10.63	7.512	11.975	9.24
ZER1	24.473	27.714	22.708	16.965	22.947
CD46	70.021	28.272	37.345	25.794	73.517
HTR3C	0	0.07	0	0.02	0
OR13J1	0.244	0.033	0.036	0	0.03
SLC39A3	10.109	10.701	19.349	11.533	10.705
MTIF3	16.408	16.966	17.694	19.542	24.181
MFRP	3.526	8.488	4.15	13.036	6.814
LPPR3	12.882	0	15.439	0.015	14.105
CLDN15	6.461	7.418	8.99	3.986	6.939
MYBPC2	0.159	0.077	0.038	0	14.89
XRCC1	21.563	18.691	21.655	15.809	19.432
TLK1	9.744	7.637	6.596	8.523	8.014
XKRY2	0	0	0	0	0
LOC148824	0.015	0.144	0	0.037	0
ZFP36	139.278	302.574	169.752	64.261	305.348
PHLDB2	1.693	8.657	1.227	7.865	1.478
SLC4A8	4.143	1.643	3.137	0.413	2.606
CCL24	0.08	0.085	0	0	0.079
HNRNPA3P1	0.609	0.458	0.671	0.712	0.6
RXRB	24.57	22.986	29.554	17.984	21.258
UPK1A	0.18	27.371	394.889	21.904	0.045
TPM1	120.039	950.053	135.454	815.539	135.275
LOC283663	0.342	0.658	0.381	0.265	0.456
MRPS2	43.474	17.819	52.855	18.287	51.688
OR13C9	0	0	0	0	0
TCEB1	26.686	22.144	23.549	26.745	28.146
TRAPPC3	26.301	21.529	29.749	21.606	30.408
ARGFX	0.192	0.272	0.256	0.069	0.249
RTKN2	0.159	0.085	0.232	0.044	0.245
KREMEN2	0.51	0	2.592	0.018	2.652
DUSP23	18.336	16.96	44.733	23.733	34.757
CCDC85B	9.166	12.124	37.005	20.813	8.74
GSK3A	27.748	23.879	29.338	20.48	26.433
ZNF254	3.698	1.724	2.181	2.057	3.402
TNNT3	13.356	1.643	3.006	2.662	2.199
MGC42105	0.086	0.197	0.118	0.09	0.062
ITM2C	43.479	46.019	73.457	54.328	32.791
SULT1C4	3.67	1.597	2.598	2.553	1.918
APOC1P1	0	0.157	0.262	0	0.659
RBM22	21.222	14.141	17.724	15.757	17.23
C6orf15	0	0.053	0	0	0.025
GPR62	0.259	0.222	0.248	0.143	0.117
MED9	7.071	5.329	7.504	5.428	7.599
MAGEB1	0.016	0.017	0	0	0
PALLD	21.467	127.256	18.611	240.749	24.018
TGFBR2	15.482	37.043	13.027	73.748	10.789
GIT2	5.648	9.456	5.489	10.083	6.464
CHAC1	4.966	0.831	7.897	0.023	8.491
KIAA1310	13.358	10.764	14.499	11.031	13.185
GPR22	0	0.021	0	0.106	0
MYO10	3.918	1.23	3.429	2.129	1.772
PPP2R4	64.713	51.91	75.949	54.505	74.678
SNORD115-16	0	0	0	0	0
CLDN7	92.159	0.189	92.002	0.145	82.451
WNT6	1.465	0.342	3.759	1.196	6.498
NKX6-2	0	0	0	0	0
C17orf88	0.147	0.745	0.92	0.315	0.404
SAMD11	5.006	1.933	8.023	3.62	2.604
OR2T27	0	0	0	0	0
C19orf55	8.977	4.941	8.038	2.586	7.71
WFS1	50.305	73.642	46.1	62.997	29.609
SMARCD2	35.131	14.827	38.042	21.076	39.842
LOXL3	1.641	6.55	1.845	5.065	1.907
DCBLD1	2.613	1.633	2.958	1.913	2.342
GRSF1	14.451	6.944	9.673	9.753	11.488
FKBP5	4.661	3.061	2.929	27.526	10.491
HLA-DRA	317.681	136.746	403.336	335.925	1596.662
HIST1H4I	0.155	0	0	0.284	0.077
CCDC23	11.75	6.224	10.259	8.809	11.784
CDCA7	0.987	0.07	1.501	0.664	0.466
RAB7A	82.315	64.252	73.844	84.328	78.451
AURKAIP1	39.739	31.527	71.762	30.088	42.219
LOC339788	0.013	0.027	0	0	0.013
ADIG	0	0	0	0	0
NBR2	5.315	4.941	4.966	4.334	3.217
RASA4	6.64	26.295	15.99	25.387	7.67
SLC4A4	1.169	0.265	0.964	0.201	0.255
CTTNBP2NL	10.088	13.2	7.464	14.058	10.96
GAL3ST1	1.915	0.494	5.439	0.748	1.386
ACTA1	0.057	0.122	0.159	0.046	0.076
PLEKHA3	7.496	6.348	6.206	5.616	7.348
WNT1	0.075	0.04	0.045	0.031	0.2
FAM20C	18.675	8.986	19.061	13.219	19.056
TTLL5	17.907	9.092	14.731	7.06	16.827
LOC728643	4.24	1.983	5.062	2.857	3.286
CFP	0.381	1.157	0.514	1.01	0.566
FGD6	1.226	1.784	0.692	2.187	1.089
C17orf86	4.607	1.792	6.288	1.941	4.092
LOC96610	32.263	12.004	298.083	14.889	12.488
ZNF768	20.176	19.392	27.253	16.359	18.065
PCDHB8	0.486	1.051	0.527	0.69	0.199
MUS81	8.648	13.689	13.534	15.336	10.539
JPH2	6.304	32.023	8.161	40.704	6.041
IRX4	0	0	0	0	0
EEF1G	1223.2	495.509	1584.854	813.763	1179.662
TMEM133	1.917	2.082	1.062	2.123	2.07
MAPKAPK5	8.114	5.778	8.011	6.076	8.724
WDR20	6.926	5.852	7.487	5.365	6.783
KLK10	21.314	0.111	26.632	0.023	40.354
CYTH1	14.551	10.542	15.308	12.946	19.299
C6orf52	3.272	0.052	2.274	0.299	2.735
TSNAXIP1	9.582	0.595	4.815	0.256	8.26
GSDMB	1.584	1.498	2.837	0.523	8.206
LPL	0.275	0.58	0.565	0.533	1.589
HFE	1.891	4.624	2.048	2.892	2.185
EMR3	0.027	0.186	0.032	0.016	0.04
RRP7B	7.331	5.131	8.001	3.117	7.936
NMT2	3.155	4.292	3.032	4.953	2.528
LOC151174	0.347	0.655	0.268	0.625	0.327
DHX8	8.478	9.569	8.609	9.477	7.091
NEK1	6.149	3.656	3.026	3.608	3.714
ZNF304	3.362	2.954	3.793	3.385	2.731
KRTAP7-1	0	0	0	0	0
LDLRAD2	10.486	30.768	12.902	25.666	8.654
FKBPL	3.754	1.804	4.129	1.99	3.965
C9orf123	19.217	9.26	20.723	12.125	16.227
C10orf114	1.256	0.32	1.056	0.717	0.813
SUN5	0	0	0	0	0
ARID4B	11.475	11.617	8.567	9.739	10.434
TSR2	24.035	20.556	28.086	22.959	17.078
ST7L	2.737	2.352	2.749	4.734	3.588
STXBP5	1.733	3.019	1.426	2.156	1.819
MYBPC1	0.015	0	0.045	0	0
SNORD116-22	0	0	0	0	0
GFRA4	0	0	0	0	0.08
IRS2	3.472	4.048	3.883	4.359	4.937
IL29	0	0.036	0	0	0.033
SRGN	13.672	33.011	16.41	47.723	24.912
NEBL	0.803	0.529	0.236	0.797	1.032
UBE2J2	15.194	12.794	19.689	12.177	18.296
CNTD2	0.519	0.017	0.563	0.019	0.566
EEF1DP3	0.089	0.473	0.317	0.108	0.148
MAGEA10	0	0	0	0	0
ULBP1	0.362	0.116	0.151	0.089	0.226
MIAT	0.163	0.293	0.133	0.175	0.34
MMP21	0.045	0	0.053	0	0.075
GPC1	16.5	20.702	22.906	15.334	14.418
ARHGAP30	2.542	2.195	2.939	2.63	4.247
OR10C1	0	0	0	0	0
RAD54L2	1.547	2.574	1.775	1.814	0.999
LEPROT	19.934	25.091	14.449	31.458	18.699
VPS4B	21.458	18.486	16.641	19.157	18.96
STARD6	0	0	0	0	0
IL21	0	0	0	0	0
RAB40AL	0.056	0.149	0.1	0.136	0.139
SIX6	0	0	0	0	0
ADCYAP1	0.072	0.511	0.043	0.044	0.036
SLC17A4	0	0	0	0	0.01
NMT1	33.585	27.241	35.361	26.025	32.221
B4GALT2	13.83	23.959	20.603	25.877	12.719
SNORA28	0.227	0	0	0	0.227
SULT1A2	1.014	0.568	1.7	1.242	1.424
ACP5	5.598	9.044	5.867	15.9	11.267
ARID1A	27.398	21.297	28.577	16.38	22.793
TBX6	1.434	0.583	1.438	0.422	0.774
TCTA	19.475	10.692	18.374	10.461	23.783
SLC25A17	10.009	5.397	7.346	6.754	9.129
EHD2	29.087	129.458	39.069	117.141	27.501
ATXN1	19.653	37.786	17.99	41.237	26.984
RAB30	0.973	3.366	0.957	3.366	0.248
TTK	0.24	0.041	0.47	0.047	0.49
C9orf106	0	0.254	0.041	0.125	0.17
UBN2	3.973	3.428	3.176	2.089	4.273
PSRC1	1.838	1.316	2.234	1.749	1.51
KRT39	0	0.053	0	0	0.017
OSBP2	2.359	1.929	2.838	0.777	2.782
RRN3P1	2.181	2.664	2.901	2.265	2.721
BCORL1	6.96	6.745	6.426	5.75	4.777
GMIP	1.906	1.691	2.962	1.642	4.453
RIPPLY2	0	0.138	0	0.37	0
UNC13A	0.071	0.058	0.058	0.042	0.181
GPR174	0.25	0.122	0.136	0.167	0.751
CLCC1	9.515	9.006	8.279	9.355	7.589
ACD	10.448	10.702	14.027	8.153	11.803
ZFP1	2.591	2.94	1.894	2.224	2.609
FAM111B	0.109	0.027	0.15	0.01	0.672
C1QTNF9	0.71	0.53	0.483	0.542	0.572
LOC647309	0.719	0.017	1.273	0.01	7.249
PON2	24.512	15.752	25.249	13.719	28.879
OR5K2	0.06	0.129	0.036	0.037	0.06
LOC100287704	0	0	0	0	0
FAM171B	1.464	5.385	0.893	4.12	0.74
KCTD4	0	0	0	0	0
CD2BP2	15.813	14.477	18.573	14.062	17.274
BBS12	4.679	1.99	3.26	1.592	5.302
GOLGA4	10.473	10.204	7.408	9.894	7.64
C13orf18	3.275	0.641	3.33	0.735	3.292
GMPPA	12.046	12.074	16.789	11.702	14.813
CAPN14	0.12	0.016	0.125	0.018	0.12
LRFN5	4.33	0.153	4.024	0.316	3.635
MASTL	1.589	1.554	1.394	1.684	1.716
PNLIPRP1	0	0.164	0.026	0	0.022
GRPEL2	2.43	2.447	2.152	3.373	2.915
TMCC3	5.87	2.978	4.684	7.089	1.54
PRSS53	5.115	7.398	6.854	8.242	4.212
MYL2	0	0.53	0	0.087	0.071
FAM115A	11.635	14.991	9.598	14.306	6.67
CACNG2	0	0.04	0	0	0
UBL4B	0.208	0.182	0.181	0	0.057
FAM116B	25.764	4.71	19.12	4.474	24.441
PNOC	57.677	0.093	39.307	0	12.627
PAQR5	1.373	0.74	0.858	0.276	0.563
LRRC8B	1.99	0.864	1.188	0.964	2.019
6-Mar	19.231	14.56	14.634	11.363	15.384
CRBN	12.458	15.313	10.674	15.772	13.222
BICD1	7.007	1.52	7.82	1.949	5.551
